1,0.9
2,0.2
3,0.5
4,1.0
5,1.0
6,0.2
7,1.0
8,1.0
9,1.0
10,1.0
11,1.0
12,1.0
13,0.5
14,1.0
15,1.0
16,1.0
17,1.0
18,0.3
19,1.0
20,1.0
21,1.0
22,1.0
23,1.0
24,0.2
25,1.0
26,1.0
27,0.4
28,0.7
29,0.5
30,0.9
31,0.8
32,0.2
33,0.9
34,1.0
35,1.0
36,1.0
37,1.0
38,1.0
39,0.2
40,1.0
41,0.2
42,1.0
43,0.8
44,1.0
45,0.9
46,1.0
47,1.0
48,0.4
49,1.0
50,0.2
51,0.7
52,0.9
53,0.8
54,0.8
55,0.5
56,1.0
57,1.0
58,0.2
59,1.0
60,0.9
61,0.2
62,1.0
63,0.8
64,1.0
65,0.6
66,1.0
67,0.7
68,1.0
69,1.0
70,1.0
71,1.0
72,0.2
73,0.2
74,1.0
75,0.5
76,0.3
77,1.0
78,1.0
79,1.0
80,0.5
81,1.0
82,1.0
83,0.8
84,1.0
85,0.6
86,1.0
87,1.0
88,1.0
89,1.0
90,1.0
91,1.0
92,0.6
93,1.0
94,0.1
95,0.8
96,0.9
97,0.2
98,0.3
99,0.7
100,1.0
