Chave,TUD,Stemmer
201501006967371639923,787,NoStem
201501006967371639923,677,Porter
201501006967371639923,630,RSLP
201501006967371639923,746,RSLPS
201501006967371639923,718,UniNE
201401007707371639881,342,NoStem
201401007707371639881,318,Porter
201401007707371639881,299,RSLP
201401007707371639881,333,RSLPS
201401007707371639881,333,UniNE
201501000737371639881,366,NoStem
201501000737371639881,339,Porter
201501000737371639881,317,RSLP
201501000737371639881,350,RSLPS
201501000737371639881,351,UniNE
201501003335371639881,341,NoStem
201501003335371639881,324,Porter
201501003335371639881,307,RSLP
201501003335371639881,333,RSLPS
201501003335371639881,333,UniNE
201501003728371639881,804,NoStem
201501003728371639881,685,Porter
201501003728371639881,644,RSLP
201501003728371639881,769,RSLPS
201501003728371639881,747,UniNE
201501003550371639871,400,NoStem
201501003550371639871,365,Porter
201501003550371639871,339,RSLP
201501003550371639871,393,RSLPS
201501003550371639871,383,UniNE
201501003699371639871,301,NoStem
201501003699371639871,271,Porter
201501003699371639871,251,RSLP
201501003699371639871,282,RSLPS
201501003699371639871,283,UniNE
201501005135371639871,1182,NoStem
201501005135371639871,945,Porter
201501005135371639871,882,RSLP
201501005135371639871,1094,RSLPS
201501005135371639871,1044,UniNE
201501005696371639871,763,NoStem
201501005696371639871,655,Porter
201501005696371639871,610,RSLP
201501005696371639871,722,RSLPS
201501005696371639871,708,UniNE
201501006823371639871,745,NoStem
201501006823371639871,641,Porter
201501006823371639871,602,RSLP
201501006823371639871,707,RSLPS
201501006823371639871,694,UniNE
201501005400371639851,516,NoStem
201501005400371639851,452,Porter
201501005400371639851,422,RSLP
201501005400371639851,497,RSLPS
201501005400371639851,493,UniNE
201501002947371639801,773,NoStem
201501002947371639801,672,Porter
201501002947371639801,630,RSLP
201501002947371639801,736,RSLPS
201501002947371639801,722,UniNE
201501003781371639801,657,NoStem
201501003781371639801,564,Porter
201501003781371639801,518,RSLP
201501003781371639801,626,RSLPS
201501003781371639801,608,UniNE
201501005033371639801,538,NoStem
201501005033371639801,469,Porter
201501005033371639801,438,RSLP
201501005033371639801,516,RSLPS
201501005033371639801,508,UniNE
201501001740371639731,304,NoStem
201501001740371639731,279,Porter
201501001740371639731,268,RSLP
201501001740371639731,297,RSLPS
201501001740371639731,292,UniNE
201501001749371639731,698,NoStem
201501001749371639731,623,Porter
