Chave,TUD,Stemmer
201201003435371626291,765,RSLPS
201201003435371626291,747,UniNE
201201003645371626291,160,NoStem
201201003645371626291,153,Porter
201201003645371626291,145,RSLP
201201003645371626291,157,RSLPS
201201003645371626291,156,UniNE
201201001597371626371,425,NoStem
201201001597371626371,393,Porter
201201001597371626371,370,RSLP
201201001597371626371,409,RSLPS
201201001597371626371,409,UniNE
201201003247371626411,270,NoStem
201201003247371626411,256,Porter
201201003247371626411,243,RSLP
201201003247371626411,262,RSLPS
201201003247371626411,265,UniNE
201201004215371626411,140,NoStem
201201004215371626411,137,Porter
201201004215371626411,130,RSLP
201201004215371626411,137,RSLPS
201201004215371626411,139,UniNE
201201004180371626421,424,NoStem
201201004180371626421,392,Porter
201201004180371626421,369,RSLP
201201004180371626421,408,RSLPS
201201004180371626421,408,UniNE
201201003707371626441,377,NoStem
201201003707371626441,349,Porter
201201003707371626441,328,RSLP
201201003707371626441,365,RSLPS
201201003707371626441,361,UniNE
201201003949371626481,820,NoStem
201201003949371626481,700,Porter
201201003949371626481,645,RSLP
201201003949371626481,763,RSLPS
201201003949371626481,746,UniNE
201201003858371626511,648,NoStem
201201003858371626511,563,Porter
201201003858371626511,523,RSLP
201201003858371626511,602,RSLPS
201201003858371626511,591,UniNE
201201004550371626511,581,NoStem
201201004550371626511,516,Porter
201201004550371626511,478,RSLP
201201004550371626511,550,RSLPS
201201004550371626511,540,UniNE
201201003449371626511,647,NoStem
201201003449371626511,561,Porter
201201003449371626511,522,RSLP
201201003449371626511,603,RSLPS
201201003449371626511,591,UniNE
201201003712371626511,633,NoStem
201201003712371626511,554,Porter
201201003712371626511,513,RSLP
201201003712371626511,590,RSLPS
201201003712371626511,581,UniNE
201201004428371626511,582,NoStem
201201004428371626511,517,Porter
201201004428371626511,478,RSLP
201201004428371626511,551,RSLPS
201201004428371626511,541,UniNE
201201004386371626511,580,NoStem
201201004386371626511,515,Porter
201201004386371626511,477,RSLP
201201004386371626511,549,RSLPS
201201004386371626511,539,UniNE
201201004519371626511,588,NoStem
201201004519371626511,522,Porter
201201004519371626511,484,RSLP
201201004519371626511,557,RSLPS
201201004519371626511,546,UniNE
201201003922371626541,350,NoStem
201201003922371626541,327,Porter
201201003922371626541,312,RSLP
201201003922371626541,341,RSLPS
201201003922371626541,339,UniNE
201201002890371626541,775,NoStem
201201002890371626541,665,Porter
201201002890371626541,611,RSLP
201201002890371626541,723,RSLPS
201201002890371626541,708,UniNE
201201003584371626541,764,NoStem
201201003584371626541,656,Porter
201201003584371626541,603,RSLP
201201003584371626541,713,RSLPS
201201003584371626541,699,UniNE
201201003764371626541,770,NoStem
201201003764371626541,660,Porter
201201003764371626541,606,RSLP
201201003764371626541,718,RSLPS
201201003764371626541,703,UniNE
201201004234371626541,764,NoStem
201201004234371626541,656,Porter
201201004234371626541,603,RSLP
201201004234371626541,713,RSLPS
201201004234371626541,699,UniNE
201201004276371626541,764,NoStem
201201004276371626541,656,Porter
201201004276371626541,603,RSLP
201201004276371626541,713,RSLPS
201201004276371626541,699,UniNE
201201004240371626541,765,NoStem
201201004240371626541,657,Porter
201201004240371626541,604,RSLP
201201004240371626541,714,RSLPS
201201004240371626541,700,UniNE
201201003071371626551,188,NoStem
201201003071371626551,177,Porter
201201003071371626551,167,RSLP
