1,1.0
2,1.0
3,0.8666666666666667
4,1.0
5,0.7
6,0.8181818181818182
7,1.0
8,1.0
9,1.0
10,0.6428571428571429
11,0.7142857142857143
12,1.0
13,0.8
14,0.9
15,0.8888888888888888
16,0.8235294117647058
17,0.8076923076923077
18,0.5294117647058824
19,0.8333333333333334
20,0.6111111111111112
21,1.0
22,0.9375
23,0.7692307692307693
24,0.7222222222222222
25,1.0
26,0.5
27,0.65
28,0.9166666666666666
29,0.9
30,1.0
31,1.0
32,0.75
33,0.9230769230769231
34,0.6666666666666666
35,0.9
36,0.8888888888888888
37,0.8
38,0.7692307692307693
39,0.041666666666666664
40,1.0
41,1.0
42,0.7857142857142857
43,0.3333333333333333
44,0.625
45,1.0
46,1.0
47,0.5833333333333334
48,1.0
49,0.7272727272727273
50,0.5833333333333334
51,0.4166666666666667
52,0.7692307692307693
53,0.6923076923076923
54,1.0
55,0.8333333333333334
56,1.0
57,0.05555555555555555
58,0.9333333333333333
59,0.7857142857142857
60,1.0
61,1.0
62,0.6
63,0.8181818181818182
64,0.9
65,0.9166666666666666
66,1.0
67,0.36363636363636365
68,0.6363636363636364
69,1.0
70,0.8181818181818182
71,1.0
72,1.0
73,1.0
74,1.0
75,0.7
76,1.0
77,0.7
78,0.38461538461538464
79,1.0
80,0.45454545454545453
81,1.0
82,0.9166666666666666
83,0.8
84,0.6666666666666666
85,1.0
86,0.9090909090909091
87,1.0
88,1.0
89,0.9090909090909091
90,0.9
91,0.36363636363636365
92,0.7272727272727273
93,0.9285714285714286
94,0.25
95,1.0
96,1.0
97,0.8823529411764706
98,1.0
99,1.0
100,0.9230769230769231
