1,0.8
2,0.7
3,0.1
4,0.4
5,0.5
6,0.8
7,0.7
8,0.4
9,0.6
10,0.6
11,0.5
12,0.2
13,0.8
14,0.5
15,0.5
16,0.7
17,0.4
18,0.2
19,0.9
20,0.6
21,0.2
22,0.9
23,0.4
24,0.7
25,0.7
26,0.1
27,0.8
28,0.3
29,0.9
30,0.5
31,0.4
32,0.4
33,0.3
34,0.6
35,1.0
36,0.3
37,0.6
38,0.3
39,0.1
40,0.7
41,0.5
42,0.5
43,0.9
44,0.7
45,0.5
46,0.3
47,0.8
48,0.6
49,0.5
50,0.4
51,0.8
52,0.5
53,0.6
54,0.4
55,0.0
56,0.6
57,0.1
58,0.8
59,0.4
60,0.8
61,0.9
62,0.4
63,0.7
64,0.9
65,0.8
66,0.6
67,0.5
68,1.0
69,0.9
70,0.8
71,0.6
72,0.6
73,0.9
74,1.0
75,0.4
76,0.6
77,0.7
78,0.5
79,0.1
80,0.8
81,0.9
82,1.0
83,0.7
84,0.4
85,0.7
86,0.4
87,0.8
88,0.5
89,0.3
90,0.5
91,0.6
92,0.3
93,0.7
94,0.7
95,0.8
96,0.8
97,0.1
98,0.8
99,0.4
100,0.4
